Id,state,phone_number,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
228,CA,443-683-9586,129,no,no,25,326.61041988667654,48,43.86373529453631,326.4952898403121,13,16.524423327877557,33.535086468088835,128,37.83323274372544,3.5352045820209854,4,3.1129977281900887,9,False
229,TX,163-816-5167,68,no,yes,4,337.8587196612325,58,5.420399967114939,317.3996271081212,19,14.901502311756998,49.107489560445,135,28.878027323015196,11.841286155098334,6,5.828715720285512,0,False
230,FL,888-373-2389,42,yes,no,30,192.8668929350552,55,43.004386954589094,264.1133889662299,37,27.547798742805476,347.71629875313675,33,32.306704717494966,10.802334187256402,7,7.323950458572557,4,False
231,CA,594-706-9357,71,yes,no,24,174.90393769098458,47,39.518501381274106,147.43940712583066,130,31.12927077444457,53.02283495662092,11,13.620749951664513,9.87811987818711,0,3.4437139040453433,1,False
232,NY,643-110-6420,59,yes,no,30,119.18218109712825,145,6.968621456294288,63.96013394076878,135,25.46141063502397,44.73445121436754,101,22.76356472016083,10.268458672969496,0,6.642589771401376,2,False
233,FL,828-900-3043,121,no,no,49,336.8389994209312,63,7.15588762093865,250.3664167246048,143,21.583729387911312,142.96776619476972,126,14.257550072974396,3.27975943917741,2,8.99278792536333,1,False
234,FL,201-524-1778,242,no,yes,19,75.70057743131756,101,6.855862952841976,343.16930602814875,149,12.141681803357013,340.18150504618774,62,44.452062792542606,9.269554624613356,7,7.2655878722426195,3,False
235,NY,313-790-7731,28,no,yes,43,215.54546433527202,49,2.543964473815402,262.51341994619804,71,25.160268386341443,131.97604919451703,55,7.402616353544756,12.113065436431935,10,7.110227176022441,2,False
236,CA,988-145-6791,223,no,yes,16,120.41608560596444,43,28.33444664934001,327.19339816874736,76,18.372930262517986,161.1629218800866,54,34.6275467771058,9.788983973710788,0,3.819706584166159,8,False
237,NY,562-691-3720,206,yes,yes,44,119.28265291129492,105,48.72292598893008,287.3775081457654,83,27.996582214320462,232.904659586741,18,14.493593463921126,9.773723902522946,13,9.11429308838201,9,False
238,FL,813-341-9032,132,no,no,1,159.5899479603803,88,23.05686573919009,82.1966960373372,104,34.40909194455795,37.7157885844473,15,24.827715666486387,1.5503541958597156,0,2.773229419610778,1,False
239,IL,101-324-2949,203,no,yes,24,349.61373946100946,136,27.95636009059311,109.74520658921193,45,32.39898437295731,317.28434480614015,60,16.37181345183837,3.815483040334393,5,2.0528035661970065,6,False
240,IL,688-215-8833,231,no,yes,12,47.58921818874306,26,48.46255024495787,139.39699256395213,121,24.199530099468483,196.22176561741827,128,17.515775218854643,6.419453855510014,5,3.6422393372650386,2,False
241,TX,202-293-8014,56,no,yes,38,215.13338182513007,119,14.248746981163073,83.84334218816133,140,28.690516365438125,179.37948992129856,44,14.498864653329054,8.386939878518131,2,6.50156220738494,9,False
242,NY,189-785-4041,176,no,yes,27,56.4230905712887,61,43.20657212471662,216.12842645536216,122,15.673094286116465,305.4325319061217,91,38.134060217381055,11.878748877172086,9,8.616779861945068,7,False
243,NY,205-986-9619,205,no,no,41,79.44666559696607,127,28.226742426163334,342.1441677231844,119,3.163532433074705,334.98450859456676,34,19.55436114459426,17.266902090461215,11,1.3207878234731707,3,True
244,TX,404-971-7090,42,no,yes,5,170.66014136732758,18,29.334872703824516,273.6668266995707,123,32.000933800069,165.49607412698714,148,36.86513685027597,3.183294761773079,9,8.13802177260163,3,False
245,TX,416-734-2925,150,yes,no,2,193.34724203086122,42,18.47234514594961,165.48375970158781,76,14.123290838608973,85.18114537383383,26,23.891356644992612,0.3017606042138987,1,8.128233946689951,8,True
246,TX,108-873-4144,93,no,yes,34,112.81357067664769,122,28.956049326411588,31.44143391369237,135,34.10977808327718,291.02696640066335,45,28.26781002081379,8.984742615518314,12,5.869193565900861,2,True
247,FL,458-322-1552,191,no,no,17,131.26628187981316,94,5.510840454957629,130.24832356421717,95,37.85640798065405,159.0433347911959,105,28.077798834247393,8.642057948232562,15,7.606479395780257,6,False
248,NY,469-815-6383,144,no,no,10,57.82944648189858,19,38.70289148547739,198.56297206150887,28,45.96453181298149,329.37457264376513,30,48.84089980849226,11.038024369903447,12,1.8188069815158736,0,False
249,FL,939-789-4389,88,no,yes,19,127.03033083016017,15,15.66501255412504,133.76027963263058,78,47.98989418302142,333.9676748259145,27,19.618997874125657,16.66443542743001,3,1.695860008207134,6,False
250,TX,183-417-9442,224,yes,yes,4,339.2987006017741,124,44.60519981570984,65.53117536763506,19,2.5052502228656692,66.74529015083823,10,11.968836579084684,16.04721101964956,3,8.62800034128727,9,True
251,NY,482-106-1458,23,yes,yes,18,332.30636213519415,130,19.656833341158006,171.68478619580625,137,49.537962049022596,336.0972695465124,145,45.7660131375969,2.000865688600224,10,4.981484372345669,1,False
252,FL,183-307-1899,224,yes,yes,21,137.1610528438352,74,8.855557303370365,111.04090142902919,108,34.784879287719725,147.8465041424387,60,10.392285887147516,18.679907333533475,13,2.459372142528491,5,False
253,FL,489-413-1021,156,yes,no,18,212.6732596092037,29,35.402315569687275,320.9543604676805,41,32.889159697961084,236.80080565030096,88,42.05229660052854,2.208287893488894,2,6.887303576063237,8,True
254,TX,509-994-1514,137,yes,no,46,321.0705251555022,66,9.899750946248137,62.56144912032504,121,2.7302285693770596,41.12002615489473,45,9.210314982412438,12.691410170684723,18,8.91875166934221,5,True
255,NY,226-908-8867,63,yes,yes,15,31.978823245086936,55,38.17666474606354,45.72884119190732,33,43.3392037705634,314.44296770682644,71,33.618768042915505,13.448125871911515,0,6.323226459442498,2,False
256,TX,973-113-8179,230,no,yes,23,289.41874250802937,145,48.469387347493594,31.700534129555855,44,8.983589467895666,235.31114539035678,138,9.22595903669773,13.597549744461762,4,3.473450429400172,0,True
257,NY,186-623-2560,157,yes,no,40,333.47825689245406,19,39.418537702172564,134.98229903541048,92,42.191847388785966,235.93742942605414,94,46.30811932349261,5.307023433507818,16,4.832377652930146,3,True
258,IL,400-342-4638,38,yes,yes,3,59.22423498673826,122,3.0775639247035844,241.32378822428436,79,2.747002220418368,318.6963711927948,51,29.1203975673359,6.606901835299839,0,7.522694609453396,3,False
259,CA,849-455-5780,33,no,no,14,81.66325953053473,148,30.794517826533188,263.73240092217367,118,33.00628459995974,192.67109597034982,10,17.805144278724203,10.973537502987938,18,0.6750122887238752,7,False
260,CA,832-730-3356,91,yes,yes,24,337.4388168868337,21,35.37971220654677,175.0437386821514,108,22.870473620951735,161.36532491601616,63,8.735493198252556,3.9917499160019676,18,2.171645159564423,9,False
261,CA,794-387-1306,72,no,no,43,202.0128459649108,147,41.62199963822169,248.98516814568535,42,11.636802994848086,307.1612007335412,109,19.817227335007708,0.4062093566670244,3,4.625831866494472,9,True
262,TX,911-693-8057,211,no,no,34,34.542923030951584,20,4.6881108290720075,145.1724915889163,65,7.162946804980837,267.5745637988474,48,35.840961673702964,11.242889090171513,18,6.0424096409709875,6,False
263,IL,822-761-5644,114,yes,no,13,112.44223960432933,127,25.045175741709745,243.69799039571743,21,23.12612943422367,333.6722127887683,16,20.477642428570263,9.305571440240145,5,3.3916559104232444,9,False
264,NY,451-411-3920,66,no,no,48,173.98197576603508,48,27.697801886642928,42.99071529675949,20,7.918678655428389,330.83900585937045,130,13.812518532581315,13.13462412446924,14,2.983909218698807,6,False
265,FL,158-742-9946,145,yes,no,18,251.73085152792567,62,10.117993406920545,155.0409550614413,79,25.34943736117028,152.34437265927687,54,29.715653518103228,2.9340115166731984,3,0.41384195699721293,6,True
266,NY,134-544-7236,227,yes,yes,37,264.61132100377586,65,17.477590866111182,283.0718968426173,149,32.010418815336905,173.03561284525372,83,22.05544893618174,16.81849789179703,0,0.3260177205144754,1,False
267,FL,306-452-8005,71,no,no,35,348.53488413614593,113,23.13064286029593,286.9619297468804,50,41.71444129315319,111.91518521304911,129,9.958699329454031,2.924429769210546,16,2.786948543028256,8,True
268,NY,824-258-1956,166,no,yes,6,122.0035838028029,138,41.99406502197447,259.1676092402223,115,34.575172984777595,241.40732452434165,81,9.391423533317926,17.82687209760047,10,5.30506100089543,5,False
269,IL,123-503-4453,211,yes,no,29,202.23043259791208,65,46.61156317136993,95.35635858235662,12,5.129588801895222,146.6534304284437,147,35.95817553064903,8.99042345191406,16,5.563714964454115,1,False
270,FL,631-251-2712,26,no,no,18,200.6635353150736,127,32.1642957880483,109.10563805780264,12,16.756761562296184,281.55220691445476,55,48.78425098478031,10.996105187453896,0,4.940274928668689,0,True
271,TX,707-716-7563,75,no,yes,48,159.80648302311602,141,20.95736892903018,348.7483927246439,93,15.82297318076002,68.89624343389137,132,13.188515401378705,17.931626719279773,8,4.098806840028343,0,False
272,NY,349-216-6631,15,yes,yes,24,84.13180602957446,39,14.193488854351326,63.080962304627164,116,45.92155632661205,67.24891237303868,127,39.11113283991152,5.99826096954134,13,2.5229158926132076,0,False
273,NY,839-677-2394,67,yes,yes,15,342.78610021882963,21,49.14248885293522,87.812063648771,143,43.65353813085265,95.425722054207,84,6.20512171762233,3.63653992482303,14,4.0069443159278215,3,False
274,FL,285-345-5732,78,no,yes,46,303.0614997333075,44,49.1849599076652,71.60840180804243,29,19.767100080820015,56.973500299972315,15,20.31564411450472,8.915032416389073,0,1.387599653855135,3,False
275,TX,367-742-1529,165,yes,no,39,189.4665690541559,86,46.39889351528167,134.84958837875698,148,5.415452282363892,228.41011445703512,30,26.321031334796334,4.887344570554135,1,1.152592290260368,8,False
276,TX,651-120-3958,71,yes,yes,7,223.03853525888954,111,39.712119194135326,97.25626727485547,105,44.9171512546272,77.15288512535636,112,14.899853373908877,10.55687823080634,17,2.999432568137914,0,False
277,IL,836-966-4591,178,yes,no,17,102.72353713909195,96,17.637418099789677,189.26014705528706,133,44.63311774228099,81.18813358964935,97,27.419763992684018,5.505157288886329,17,9.953487964272195,2,False
278,TX,199-851-1525,206,yes,yes,27,204.011862525359,61,41.21602320788627,182.32662620163836,30,43.0278143374748,34.55303159333312,108,44.365492527865015,17.289790711909138,5,3.2649694751639844,2,False
279,TX,433-101-1374,91,yes,yes,15,252.39044259887226,89,21.62206482901628,318.481798224417,123,42.563918611304075,280.26880467955516,71,47.33302219303968,12.146491845154518,19,9.364563903551051,7,False
280,TX,392-936-5648,227,yes,no,18,194.85344908370843,144,17.68510871144217,41.116783182330074,22,25.052192052135425,289.9347377355139,116,6.826733809906374,0.004813394858045328,7,3.9226214576769403,1,False
281,CA,417-601-2646,221,yes,no,41,346.8912545871812,31,37.75353720638142,132.36146453368428,95,10.516719307980715,81.8471732366207,92,15.048604831241711,16.109474693596496,0,4.390099911996094,5,False
282,IL,113-603-3278,178,no,yes,16,225.6293299992724,84,5.823388525780299,220.93052543906884,44,24.91942642219653,266.6478189655118,65,48.9984280408508,6.604246734522919,14,7.970628832022295,3,False
283,NY,183-229-4814,186,yes,no,44,148.7115880294941,67,4.331010718191761,223.53656379006844,56,25.740692992134313,168.73443941035507,31,14.980083699307697,6.404159683099142,9,0.936383274474567,9,False
284,FL,937-244-9219,228,no,no,12,277.0886488370682,102,23.501777464696907,183.64039328454695,134,25.516724155753316,106.67036254892523,77,35.24995285488517,7.661256242689348,3,1.823133235936395,5,False
285,NY,165-262-5356,186,no,no,6,84.54800370612546,112,23.39066243946377,291.0129730606828,119,27.861084133525573,228.84307458362525,19,14.165777305777503,12.605250561681613,9,9.738402649752146,4,False
286,IL,548-523-5555,213,no,no,26,153.04506038600528,149,44.99091934706408,50.071094852626814,46,14.367537103575446,87.11490379106714,75,19.105548479409833,8.84121420788446,10,5.059173399606946,8,False
287,FL,775-400-8062,80,yes,no,9,141.02686412082747,16,8.055348621815206,290.9560849856435,30,19.57957669441352,272.20275444897135,17,11.181391419051078,12.572710931394049,4,0.44309682208630297,8,False
288,IL,402-386-4466,140,yes,no,33,168.17827043448872,137,7.917628517715814,188.32135693942516,23,22.840956414246538,45.236872822576544,132,43.10240929746297,2.9356144327158473,8,0.47380733056050506,0,False
289,TX,109-806-1629,19,no,no,35,280.16954429719243,64,9.077724822795256,72.8034224246407,100,8.293818056791993,336.9218985369326,47,44.36714066333619,19.403289290481716,4,9.072406837773928,2,False
290,FL,369-691-6724,107,yes,no,24,184.93537029229037,115,3.427340542140925,313.42461233295285,69,23.857478458952023,53.00008118675983,132,16.251800379940715,14.592125741677277,10,8.733650895587177,0,False
291,TX,877-943-4432,98,no,yes,5,284.0846240851081,71,5.443123415115602,237.7532094531083,133,40.90254161934046,215.4234941595807,71,41.53231156019024,5.004142143567661,2,4.583991069451001,5,False
292,NY,356-232-6895,44,yes,no,23,214.4764490047571,99,33.67375360779387,82.33461978372458,32,41.746858051178066,318.7021728391611,147,19.195599201775234,14.483398161495519,3,1.6322208594459875,2,False
293,NY,782-612-1575,217,yes,yes,17,139.4622190904177,107,22.716047797640442,40.767911487688515,120,21.755061051249456,33.80943003131211,54,6.752932298967599,11.500509125232787,9,8.302846063624797,0,False
294,FL,985-383-4192,11,no,no,22,289.19319797871117,86,38.652947220224654,75.15508746644777,133,26.90279898004897,189.52462751649824,74,38.387667070019525,2.183779928070293,6,3.246001072796505,5,False
295,FL,206-786-7116,133,no,no,5,106.25269457698931,128,49.64469049191969,224.81534725772593,39,3.6152159424827186,142.00222857941756,76,30.629419947144545,3.5639285357625217,0,4.190583986630953,4,False
296,IL,303-264-4568,33,no,no,28,101.80255353593455,45,33.63366469275206,87.3747952832155,124,34.37276271049265,215.7063008825309,146,15.170357296196018,0.8261628384292963,5,6.82476379049318,7,False
297,IL,731-655-3203,83,yes,no,24,191.44093569754745,98,4.421867389765939,102.244183960009,99,21.421082381449427,102.14636375605079,142,14.143987544568658,16.184761433493623,7,3.533983534076545,1,False
298,TX,466-818-2925,175,no,yes,16,113.47175870786845,139,7.0190175082083925,38.04471224202054,47,23.382928788000598,50.76774951415192,115,48.82992178315142,11.0340950519047,16,6.2866992669829305,7,True
299,FL,719-350-1956,31,yes,yes,45,32.90785118438922,102,44.28819607110597,261.33781511635317,92,43.936290904628706,230.29857179158623,147,43.40004996286838,6.334972973004238,6,8.852827104425844,4,True
300,NY,981-433-1968,163,yes,no,23,237.45520873561648,123,27.319805338796556,289.3166079230199,36,24.1680528589092,163.3917566378888,149,40.87031980994071,2.5268980405640007,0,7.973732687744775,7,True
301,IL,610-392-1281,180,yes,yes,10,193.55002287116736,37,41.59218365099552,284.9914165670794,113,3.0172278189369326,229.1953723859935,91,8.14485001479995,9.680917519207583,8,3.816110738671604,9,False
302,IL,896-100-7262,192,no,no,25,172.56570063781157,42,43.11739213879645,70.82180843657096,125,12.919562761714994,97.37252698810974,67,38.248989163916505,10.505226934358776,10,2.879365547037348,3,False
303,NY,134-297-6178,48,no,no,33,339.4299246778609,29,46.528377991976924,319.056360764403,24,24.82978948679643,138.3972041451142,140,12.297930617757753,14.038970019610106,18,2.85510448739559,3,False
304,IL,936-260-2229,228,no,yes,27,212.7837388681324,149,47.59180186334555,245.1292254317056,12,22.371022051929714,209.7380445966753,78,48.91466927399556,19.398744208941828,1,3.4859115037658306,9,False
305,TX,111-589-9467,166,yes,yes,2,306.298104892603,110,28.6316382321587,317.20915916059664,19,43.297766589463066,219.79608906391275,98,4.50028102218837,8.698910608147495,10,4.935169867247723,3,False
306,FL,792-341-2239,248,yes,no,10,74.62407558565125,32,18.368968268289628,173.09136144981235,129,28.022600446696,149.14073848776485,73,18.902647210891693,8.120684131887385,2,4.165974806939431,5,False
307,NY,350-910-1125,239,no,no,37,212.14606820141685,121,48.16951396870393,169.82555554678328,137,35.10251561192581,119.61702579729806,81,22.575096357378328,7.39860009180245,16,1.3300402098765784,3,False
308,FL,316-405-6342,29,yes,yes,13,307.75348055388895,23,28.275507488058814,281.05168597916645,20,24.527518258086566,117.58420143635067,26,41.56173975498821,16.538478179337222,9,1.634558583339083,8,False
309,IL,283-594-7570,228,yes,no,25,216.59384232956737,100,5.08413070182133,59.855313752557926,142,23.103475234839916,85.9037924546875,82,38.77869526419421,3.1263444279847574,2,3.4292960939818338,8,False
310,IL,277-527-7294,50,no,yes,47,259.7645370006405,86,32.853274402873524,196.67969172316344,78,23.421760086768863,134.1295879454679,79,19.9996229574363,6.876258072701789,2,5.620641000588574,2,False
311,NY,483-737-2969,191,no,no,20,149.05394169990637,94,30.208868018960516,297.6429554019922,73,21.724235345304265,93.82090784423039,122,29.14689408598596,14.499416097507819,6,5.926639501334947,6,False
312,TX,845-991-5470,157,no,no,38,59.583845451861315,118,44.99805789894589,295.6616201822628,23,27.852002521001765,232.82092999358235,30,42.10856785317105,0.3138987068489296,1,4.8620706489663,4,False
313,CA,107-440-9320,117,yes,yes,29,176.52809444066287,40,33.352985079575,335.96251402955806,59,14.021283284172977,212.10143943746868,144,2.87358042325053,5.787614472113893,0,7.387758812075146,8,False
314,NY,875-768-8519,156,yes,yes,7,156.23340506843442,131,18.754516374154466,253.4472299297749,81,44.7706493044074,152.42842357469442,16,40.50454877717466,12.828943255094195,6,7.372487887567366,1,False
315,CA,457-616-2198,93,yes,yes,19,307.45925836126315,116,48.37883483387938,96.48660142071307,78,17.9881063085059,134.26560637996624,120,47.45100921641802,3.719041960016094,19,4.2762747168738855,2,False
316,CA,901-292-6238,236,yes,no,47,108.07849675279112,63,40.47773532713761,36.48970076626586,144,9.081144040512648,106.0365440622856,36,3.5390970312402157,6.054211382485423,10,1.2444081076094426,9,False
317,TX,317-526-7089,120,yes,no,31,339.35495281123457,142,32.260045682305005,183.4130555606726,136,6.634422972691766,201.34665886698917,17,4.187887379752764,9.720901489664584,5,5.301747697671232,4,False
318,CA,513-213-8705,75,no,no,21,336.6041983374388,52,16.0604097633499,194.38523699921777,25,2.6442999257661253,324.0488845906203,37,18.536672267168964,8.440471319393744,3,3.814690639938326,4,False
319,CA,747-402-1986,167,yes,no,6,109.24212578286038,98,19.929934223086185,106.88402703965806,87,22.297091771209352,249.4249764444599,56,6.212939060848377,2.120543799107577,18,1.3792298976370332,9,False
320,TX,939-444-5909,62,yes,yes,8,141.37662575274254,124,34.15855635663952,69.90318307955303,110,11.005327450180385,268.2127084913816,95,25.005251854106636,18.76470644511265,18,9.818172099648393,6,False
321,CA,900-100-4124,43,yes,no,44,316.5778370796432,108,5.455079286239442,217.58661318096287,65,3.0390993241879,297.0009163700505,19,36.978112884309375,0.8858544116418554,13,3.697553892801022,7,False
322,CA,403-168-9125,159,no,no,0,339.3191106867544,56,14.320668399212646,274.56181568772524,114,26.960938221897138,142.5231914681116,123,29.21116328152725,14.99485512845636,2,6.257978396212309,7,False
323,CA,319-803-9133,76,no,no,28,171.9005129075341,80,36.267244803036704,347.8093131488514,141,34.63897033523655,50.12025027663604,42,11.428731635491536,1.4284554218231493,3,4.901288613365966,0,False
324,NY,674-684-8848,143,no,yes,7,132.7190546050873,76,25.040888472541802,272.65683750736594,57,6.116050443733009,229.21881706292618,144,33.43094240145717,9.345916060501587,7,1.428282792167661,0,False
325,NY,188-787-7924,216,yes,no,3,198.35008424049346,71,21.314891111092646,283.9623725617859,26,24.12419710014366,90.37513319297045,140,34.87301500058796,3.5082258331082206,17,0.5554362337257057,2,False
326,NY,684-856-4230,36,no,no,34,250.08614603703512,118,9.269965875219896,227.26748103321518,120,37.69417657283584,212.0939679986132,23,46.7574058728807,2.8219559285785056,3,6.25769415081959,0,False
327,TX,588-423-4173,19,no,yes,2,117.51184491999354,46,23.208753654931165,345.4952508704057,79,49.318727408404406,266.64327461026073,55,9.046251074098354,2.5179595308345015,10,2.4702187034788556,0,False
328,IL,593-743-5114,82,no,no,44,265.6714158781033,128,38.99321459649123,234.78604323666252,89,34.02513654284292,280.7642566873077,70,35.232135915666724,9.055732733906847,15,2.4365399961371503,9,True
329,CA,553-581-8761,234,yes,no,39,46.53035427668513,95,14.672616611450865,305.2810516479054,102,13.752298438856988,126.58851847920495,22,45.74850650495108,10.309698187745846,2,9.569761897103106,7,True
330,CA,496-378-2388,105,no,yes,6,45.77423768461326,135,2.259130024816516,332.65108679710585,47,36.394574709391975,193.97863442218085,25,26.075079359390443,2.6676898708567975,6,4.6177330431129135,0,False
331,TX,430-740-2367,57,yes,no,26,153.61206564657448,145,34.08823525524718,327.5547201601795,110,30.70061248735184,228.70883080870155,142,19.366384633426705,19.58791460532479,1,0.2942606650068924,8,False
332,CA,921-554-3772,79,yes,no,0,143.11142145943057,61,48.686077012762524,152.05291001067408,71,12.166365851914291,292.233830944199,47,10.195975722615596,5.155317737244463,0,3.398427151498068,1,True
333,NY,754-164-5806,242,no,no,26,131.00262891748872,100,31.12767505225198,55.17185866056277,130,42.85331964068263,273.64437283358313,47,43.60577055150837,9.176826792055664,0,5.844915422522266,8,False
334,IL,242-927-6592,196,yes,yes,15,187.1263240540512,42,7.756249228502247,84.999584812559,57,22.51541250692484,346.1521027127585,112,20.923825992348533,4.3253911520381605,5,3.285674185171208,6,False
335,FL,516-404-9927,109,no,no,37,132.6347463397028,90,17.39518843254431,48.95145772691439,19,48.174927427238046,32.58709648960348,65,46.394357276849234,9.878452908990912,18,0.2685195403414231,8,False
336,CA,596-390-7059,68,yes,no,6,91.52253390978942,51,43.64679750657072,63.72701914532481,45,36.699248357493346,169.99662107620256,72,42.692398310277255,15.12033164930364,6,4.443112654667354,2,False
337,NY,201-366-8010,11,no,yes,43,129.03025570835229,121,13.163267564327771,89.08839868598324,13,32.93903142232746,111.93423564036092,129,20.078712886265393,10.422040285889905,4,1.0590633617477785,0,False
338,FL,721-941-3989,166,no,yes,22,341.9693672992752,135,31.169403367885188,139.15018130796855,53,36.96093619887497,68.36588388635948,57,29.547886829420598,5.712977414361104,17,6.1916002466270434,0,False
339,IL,876-102-7228,205,no,no,40,161.55629343835156,145,21.328217996191896,203.93268690402425,65,24.94865690327463,321.6849050134991,114,3.30435374210823,4.9679321746787615,12,6.19587100222688,9,False
340,FL,893-427-3863,74,yes,no,10,172.30808859466745,115,11.976498628143153,257.7382589936275,51,26.25087093448035,349.3478611506196,68,14.634627337622465,15.178688124541068,0,0.37759139598400715,5,True
341,NY,549-553-2177,92,no,no,41,214.4943967843648,134,41.04353089110462,97.49674755408381,123,42.857954501347706,87.79078652951156,86,36.09309673132398,2.3647635145252655,9,2.9066626159937723,6,False
342,FL,764-111-6252,163,yes,no,32,344.6690458925525,122,37.655901270353134,245.2071693562046,30,34.68456975888814,42.29868569643635,136,34.5397254006208,7.399329888117389,8,4.136862637390038,8,False
343,TX,403-392-9234,226,no,yes,49,107.31240845944416,73,33.756371166044744,255.3629038407743,88,45.067679609198805,118.01742325776011,64,18.961734058004048,3.029654333077707,16,5.50264097859178,5,False
344,FL,442-425-7570,19,yes,no,35,248.01027537037882,132,13.344156332900058,208.75914779718062,78,44.75968417156489,297.1558137812466,64,40.813185531653914,5.159516585889639,0,2.960634297081951,4,False
345,CA,120-506-5431,62,yes,yes,36,259.11510193335175,123,6.697136130389602,319.1577183355874,79,48.87152163412396,124.04482662378136,138,13.320130491193813,3.053664649699044,0,2.8774651255139814,1,False
346,CA,914-216-6243,88,no,yes,40,224.3438133737811,29,29.655647831646377,65.51834045497941,76,35.61030362457604,48.2084737592389,145,24.14098559130904,17.735450170848534,6,9.830151562502593,1,False
347,TX,498-892-9906,68,no,no,16,58.345068683726105,25,28.5765360098928,86.67886643277424,57,26.110482447763616,46.79749886496957,136,24.68147049492324,14.638083980260637,3,0.41862795720899904,7,False
348,NY,150-882-1140,159,no,no,34,246.59912826482446,28,11.042480448073904,167.17274380463516,45,9.982961610035954,166.77529675821967,141,18.35920490576082,11.218544920885227,11,9.890454140911519,0,False
349,CA,569-886-7012,188,no,yes,47,50.51030753157615,129,4.699841327128279,70.54807527495643,36,35.85826686307603,328.1842313797183,94,47.823972854008026,4.488504449910662,15,0.4775194107839653,7,False
350,IL,472-663-4610,57,no,yes,4,220.76564785596702,145,5.874005801311327,211.21476599170796,81,15.995730404476674,121.49454132468222,124,35.440833608724866,10.204536543983897,13,2.8834142779468586,9,False
351,CA,768-850-8311,158,yes,no,47,266.66597671095764,47,49.65300735261122,157.48814931501582,110,15.5814832657919,166.690457824334,67,27.881568095710477,10.416664128951448,9,4.9369085496935,6,False
352,CA,205-519-7787,132,no,yes,31,97.51036499838413,102,39.61202694765842,121.07065425149389,105,13.437813269507268,62.618817722434734,46,26.504724482655128,11.808074513078124,13,1.432983430143252,6,True
353,NY,189-444-5445,31,no,no,2,299.3190424136877,114,46.25539884632828,84.39674016564393,137,44.005858752869614,187.94329384607394,58,9.646212438612634,1.201703144454629,6,1.3484636251872384,4,False
354,FL,558-362-8052,109,yes,no,46,39.713217770561364,109,11.36262666734544,137.3082362714273,35,43.662293440743596,252.8950605714253,76,19.86497105926872,19.458039423934125,3,2.5631271326094582,2,False
355,CA,258-682-8102,107,no,yes,34,300.02011637065795,99,48.10728974352489,224.54699226634943,75,32.28658135376279,116.76811557671027,28,34.29311910699715,9.308779412006462,1,9.735071835735695,6,False
356,TX,411-340-9105,167,no,yes,13,177.30529620568484,53,8.84740887071178,214.2512674846117,149,24.70308710579532,124.94761872917913,138,46.379370544963216,18.530635481982067,17,3.8011685887456412,6,False
357,FL,544-397-6047,34,yes,no,47,99.62814077812624,85,26.435927771190613,82.35968006727482,31,34.26149408474235,299.4320081300068,38,41.19027485080825,0.19616229427952714,15,5.659948382691918,6,False
358,IL,135-183-2798,246,no,yes,30,72.80900639806976,88,41.82539285201907,69.9743394370027,26,31.147013614322752,33.31639115109667,96,16.418710590078618,4.951167912706178,8,7.042914023816463,1,False
359,NY,921-484-6291,37,no,no,30,335.0582936263592,82,18.790561016555813,38.53656403483921,16,21.955243919522594,233.67062673603104,42,22.829918033116797,2.0799114062667123,4,7.422218355242104,2,False
360,IL,475-784-7284,202,no,no,16,53.25298802597015,149,22.391769592491222,33.976190014058325,116,20.22228163931045,156.04308318131743,128,5.980040994214139,15.392323547095433,8,6.880409663453548,2,False
361,FL,986-217-2300,122,yes,no,23,93.7098943794962,105,8.152885294356697,311.53933943029926,77,20.37412679097681,125.48176433967008,142,6.904271505707877,6.402500991894224,7,3.3692819319172482,3,False
362,FL,825-319-4097,54,no,yes,22,141.3031511785747,98,7.900250239950692,44.428433921724775,137,30.278403351489835,240.4300263180407,80,24.571058575938324,16.809850168314938,19,1.1172782735606246,8,False
363,FL,620-882-1009,77,yes,no,17,228.47515166755855,112,31.73927478937566,263.9907551594388,46,33.088129093799644,297.0939269727057,143,27.450531527220804,16.647707314317138,15,2.8171647533321087,9,False
364,IL,477-732-7295,16,no,no,49,204.33634728835148,15,34.42555369376272,309.03523079838624,47,23.683604168741216,208.6854772251756,31,14.67330059345187,13.355895856131397,19,2.1029522676950663,0,False
365,FL,819-148-4225,58,yes,no,13,70.20591757194047,131,39.31196067594528,61.37851153998643,105,48.497189610226066,39.950279021777924,86,32.85356908092518,13.315636070879542,17,1.3627730486931677,6,False
366,IL,958-392-6699,146,no,no,49,122.71295479622867,125,28.72073852872417,169.61645562656565,148,6.02459446421509,177.64838106418435,13,35.762272907846615,14.0031938414627,3,0.24496731751618706,6,False
367,FL,149-763-7674,173,yes,no,14,106.4005667475277,71,32.996446028542685,337.9369546157685,10,18.658257245781297,178.0831810860714,81,16.35757431737397,13.47527669259549,15,9.357258490584142,3,True
368,TX,711-159-4273,92,yes,no,14,98.33371343690925,145,2.6488290415865627,296.9243713675472,51,22.115584790021167,204.0155183374745,137,38.40438683396201,7.738167153686981,3,9.210343865453382,0,False
369,FL,956-245-6010,138,yes,no,5,161.56618767359586,98,9.784194902585027,186.70529019451362,72,2.8122244863172696,244.70684833393673,54,11.869036113878401,13.656552891370918,5,0.5041700563016926,2,False
